time_sec,ECG_I,ECG_I_filtered,,,X2:ECG(raw),,X2:ECG(filt)
12.1267,0.4659,0.6168,,,465.9,,616.8
12.13,0.4797,0.6269,,,479.7,,626.9
12.1333,0.4845,0.6382,,,484.5,,638.2
12.1367,0.4947,0.6371,,,494.7,,637.1
12.14,0.4941,0.643,,,494.1,,643
12.1433,0.5121,0.6555,,,512.1,,655.5
12.1467,0.5289,0.6739,,,528.9,,673.9
12.15,0.612,0.7493,,,612,,749.3
12.1533,0.7221,0.8678,,,722.1,,867.8
12.1567,0.7761,0.9099,,,776.1,,909.9
12.16,0.6831,0.8184,,,683.1,,818.4
12.1633,0.4842,0.6238,,,484.2,,623.8
12.1667,0.2166,0.348,,,216.6,,348
12.17,-0.0849,0.0431,,,-84.9,,43.1
12.1733,-0.3618,-0.211,,,-361.8,,-211
12.1767,-0.489,-0.374,,,-489,,-374
12.18,-0.5451,-0.3964,,,-545.1,,-396.4
12.1833,-0.3801,-0.2395,,,-380.1,,-239.5
12.1867,-0.0903,0.0255,,,-90.3,,25.5
12.19,0.1272,0.2912,,,127.2,,291.2
12.1933,0.375,0.4871,,,375,,487.1
12.1967,0.4191,0.5627,,,419.1,,562.7
12.2,0.4296,0.5642,,,429.6,,564.2
12.2033,0.4797,0.6044,,,479.7,,604.4
12.2067,0.5454,0.6792,,,545.4,,679.2
12.21,0.5895,0.7186,,,589.5,,718.6
12.2133,0.6135,0.7376,,,613.5,,737.6
12.2167,0.6351,0.7611,,,635.1,,761.1
12.22,0.6465,0.7723,,,646.5,,772.3
12.2233,0.6621,0.7809,,,662.1,,780.9
12.2267,0.6756,0.797,,,675.6,,797
12.23,0.6846,0.8047,,,684.6,,804.7
12.2333,0.6936,0.8081,,,693.6,,808.1
12.2367,0.6978,0.8137,,,697.8,,813.7
12.24,0.6969,0.8122,,,696.9,,812.2
12.2433,0.7026,0.8113,,,702.6,,811.3
12.2467,0.7047,0.8169,,,704.7,,816.9
12.25,0.7098,0.8181,,,709.8,,818.1
12.2533,0.7131,0.8184,,,713.1,,818.4
12.2567,0.7179,0.8236,,,717.9,,823.6
12.26,0.7197,0.8238,,,719.7,,823.8
12.2633,0.7218,0.8206,,,721.8,,820.6
12.2667,0.7215,0.8242,,,721.5,,824.2
12.27,0.7332,0.829,,,733.2,,829
12.2733,0.7317,0.8288,,,731.7,,828.8
12.2767,0.7341,0.8285,,,734.1,,828.5
12.28,0.7359,0.8289,,,735.9,,828.9
12.2833,0.7377,0.8277,,,737.7,,827.7
12.2867,0.7356,0.8266,,,735.6,,826.6
12.29,0.7404,0.826,,,740.4,,826
12.2933,0.738,0.8255,,,738,,825.5
12.2967,0.7443,0.8268,,,744.3,,826.8
12.3,0.7416,0.8258,,,741.6,,825.8
12.3033,0.7416,0.8197,,,741.6,,819.7
12.3067,0.7344,0.8164,,,734.4,,816.4
12.31,0.744,0.8181,,,744,,818.1
12.3133,0.7377,0.8156,,,737.7,,815.6
12.3167,0.7386,0.811,,,738.6,,811
12.32,0.7383,0.811,,,738.3,,811
12.3233,0.7407,0.8106,,,740.7,,810.6
12.3267,0.7368,0.8065,,,736.8,,806.5
12.33,0.7383,0.8036,,,738.3,,803.6
12.3333,0.7353,0.8027,,,735.3,,802.7
12.3367,0.7413,0.8028,,,741.3,,802.8
12.34,0.7392,0.8029,,,739.2,,802.9
12.3433,0.7386,0.7977,,,738.6,,797.7
12.3467,0.7305,0.7896,,,730.5,,789.6
12.35,0.7287,0.7857,,,728.7,,785.7
12.3533,0.7263,0.7815,,,726.3,,781.5
12.3567,0.7191,0.7726,,,719.1,,772.6
12.36,0.7137,0.7667,,,713.7,,766.7
12.3633,0.7155,0.7645,,,715.5,,764.5
12.3667,0.7077,0.7582,,,707.7,,758.2
12.37,0.705,0.7514,,,705,,751.4
12.3733,0.7044,0.7497,,,704.4,,749.7
12.3767,0.7014,0.7472,,,701.4,,747.2
12.38,0.7002,0.7408,,,700.2,,740.8
12.3833,0.6927,0.7349,,,692.7,,734.9
12.3867,0.6891,0.7292,,,689.1,,729.2
12.39,0.6879,0.7236,,,687.9,,723.6
12.3933,0.6822,0.7219,,,682.2,,721.9
12.3967,0.6888,0.7209,,,688.8,,720.9
12.4,0.6801,0.7154,,,680.1,,715.4
12.4033,0.6783,0.7096,,,678.3,,709.6
12.4067,0.6759,0.7067,,,675.9,,706.7
12.41,0.6756,0.704,,,675.6,,704
12.4133,0.6744,0.7034,,,674.4,,703.4
12.4167,0.6813,0.7056,,,681.3,,705.6
12.42,0.6795,0.7057,,,679.5,,705.7
12.4233,0.6831,0.7053,,,683.1,,705.3
12.4267,0.6879,0.7099,,,687.9,,709.9
12.43,0.6969,0.7167,,,696.9,,716.7
12.4333,0.7026,0.7219,,,702.6,,721.9
12.4367,0.7119,0.7279,,,711.9,,727.9
12.44,0.7185,0.7351,,,718.5,,735.1
12.4433,0.7275,0.7409,,,727.5,,740.9
12.4467,0.7344,0.747,,,734.4,,747
12.45,0.7452,0.7559,,,745.2,,755.9
12.4533,0.7536,0.7634,,,753.6,,763.4
12.4567,0.7599,0.766,,,759.9,,766
12.46,0.7596,0.7681,,,759.6,,768.1
12.4633,0.7707,0.772,,,770.7,,772
12.4667,0.7671,0.7731,,,767.1,,773.1
12.47,0.7728,0.7711,,,772.8,,771.1
12.4733,0.7695,0.7712,,,769.5,,771.2
12.4767,0.7767,0.7732,,,776.7,,773.2
12.48,0.7785,0.7755,,,778.5,,775.5
12.4833,0.783,0.7772,,,783,,777.2
12.4867,0.7809,0.7744,,,780.9,,774.4
12.49,0.7791,0.7698,,,779.1,,769.8
12.4933,0.7809,0.7715,,,780.9,,771.5
12.4967,0.7872,0.775,,,787.2,,775
12.5,0.7854,0.7717,,,785.4,,771.7
12.5033,0.7818,0.7674,,,781.8,,767.4
12.5067,0.7851,0.7678,,,785.1,,767.8
12.51,0.7869,0.7685,,,786.9,,768.5
12.5133,0.7869,0.7679,,,786.9,,767.9
12.5167,0.7893,0.7665,,,789.3,,766.5
12.52,0.7854,0.7634,,,785.4,,763.4
12.5233,0.7866,0.7613,,,786.6,,761.3
12.5267,0.7872,0.761,,,787.2,,761
12.53,0.7878,0.76,,,787.8,,760
12.5333,0.7896,0.7601,,,789.6,,760.1
12.5367,0.792,0.7606,,,792,,760.6
12.54,0.7881,0.7561,,,788.1,,756.1
12.5433,0.786,0.7506,,,786,,750.6
12.5467,0.7857,0.7514,,,785.7,,751.4
12.55,0.7938,0.7546,,,793.8,,754.6
12.5533,0.7914,0.754,,,791.4,,754
12.5567,0.7926,0.7511,,,792.6,,751.1
12.56,0.7908,0.7487,,,790.8,,748.7
12.5633,0.7896,0.7464,,,789.6,,746.4
12.5667,0.7896,0.7438,,,789.6,,743.8
12.57,0.7881,0.7413,,,788.1,,741.3
12.5733,0.7878,0.7398,,,787.8,,739.8
12.5767,0.7884,0.7382,,,788.4,,738.2
12.58,0.786,0.7342,,,786,,734.2
12.5833,0.783,0.7312,,,783,,731.2
12.5867,0.7887,0.7325,,,788.7,,732.5
12.59,0.7896,0.735,,,789.6,,735
12.5933,0.7947,0.7363,,,794.7,,736.3
12.5967,0.7959,0.7368,,,795.9,,736.8
12.6,0.7956,0.7354,,,795.6,,735.4
12.6033,0.7962,0.733,,,796.2,,733
12.6067,0.7953,0.7326,,,795.3,,732.6
12.61,0.8001,0.7335,,,800.1,,733.5
12.6133,0.7986,0.7328,,,798.6,,732.8
12.6167,0.7995,0.7306,,,799.5,,730.6
12.62,0.8004,0.7303,,,800.4,,730.3
12.6233,0.8028,0.7321,,,802.8,,732.1
12.6267,0.8058,0.7318,,,805.8,,731.8
12.63,0.8031,0.7295,,,803.1,,729.5
12.6333,0.8067,0.7298,,,806.7,,729.8
12.6367,0.8067,0.7298,,,806.7,,729.8
12.64,0.8052,0.7255,,,805.2,,725.5
12.6433,0.8025,0.722,,,802.5,,722
12.6467,0.8043,0.7228,,,804.3,,722.8
12.65,0.8082,0.7229,,,808.2,,722.9
12.6533,0.8043,0.7215,,,804.3,,721.5
12.6567,0.81,0.7208,,,810,,720.8
12.66,0.8064,0.7201,,,806.4,,720.1
12.6633,0.8106,0.7197,,,810.6,,719.7
12.6667,0.8103,0.7197,,,810.3,,719.7
12.67,0.8115,0.7183,,,811.5,,718.3
12.6733,0.81,0.7161,,,810,,716.1
12.6767,0.8097,0.7137,,,809.7,,713.7
12.68,0.8076,0.7104,,,807.6,,710.4
12.6833,0.8073,0.7086,,,807.3,,708.6
12.6867,0.8082,0.7082,,,808.2,,708.2
12.69,0.8088,0.7066,,,808.8,,706.6
12.6933,0.8103,0.7077,,,810.3,,707.7
12.6967,0.8166,0.7119,,,816.6,,711.9
12.7,0.8178,0.7108,,,817.8,,710.8
12.7033,0.8103,0.7044,,,810.3,,704.4
12.7067,0.8115,0.7004,,,811.5,,700.4
12.71,0.8088,0.6998,,,808.8,,699.8
12.7133,0.8139,0.701,,,813.9,,701
12.7167,0.8178,0.7045,,,817.8,,704.5
12.72,0.8211,0.7062,,,821.1,,706.2
12.7233,0.8199,0.7032,,,819.9,,703.2
12.7267,0.8163,0.6987,,,816.3,,698.7
12.73,0.816,0.6957,,,816,,695.7
12.7333,0.8151,0.6957,,,815.1,,695.7
12.7367,0.8217,0.6976,,,821.7,,697.6
12.74,0.8196,0.6975,,,819.6,,697.5
12.7433,0.8217,0.6952,,,821.7,,695.2
12.7467,0.8199,0.694,,,819.9,,694
12.75,0.8223,0.6934,,,822.3,,693.4
12.7533,0.822,0.6933,,,822,,693.3
12.7567,0.8289,0.6965,,,828.9,,696.5
12.76,0.8301,0.699,,,830.1,,699
12.7633,0.8301,0.6948,,,830.1,,694.8
12.7667,0.8238,0.6893,,,823.8,,689.3
12.77,0.8277,0.6902,,,827.7,,690.2
12.7733,0.8316,0.6936,,,831.6,,693.6
12.7767,0.8337,0.6932,,,833.7,,693.2
12.78,0.8307,0.6907,,,830.7,,690.7
12.7833,0.8328,0.688,,,832.8,,688
12.7867,0.8256,0.684,,,825.6,,684
12.79,0.8295,0.6815,,,829.5,,681.5
12.7933,0.828,0.6825,,,828,,682.5
12.7967,0.8322,0.6836,,,832.2,,683.6
12.8,0.8343,0.6835,,,834.3,,683.5
12.8033,0.8334,0.6833,,,833.4,,683.3
12.8067,0.8349,0.6816,,,834.9,,681.6
12.81,0.8337,0.6788,,,833.7,,678.8
12.8133,0.8328,0.679,,,832.8,,679
12.8167,0.8397,0.6803,,,839.7,,680.3
12.82,0.8367,0.6803,,,836.7,,680.3
12.8233,0.843,0.6818,,,843,,681.8
12.8267,0.843,0.6823,,,843,,682.3
12.83,0.8409,0.678,,,840.9,,678
12.8333,0.8385,0.6746,,,838.5,,674.6
12.8367,0.84,0.6739,,,840,,673.9
12.84,0.8361,0.6699,,,836.1,,669.9
12.8433,0.8361,0.6666,,,836.1,,666.6
12.8467,0.8388,0.6702,,,838.8,,670.2
12.85,0.8448,0.6724,,,844.8,,672.4
12.8533,0.8403,0.6687,,,840.3,,668.7
12.8567,0.8418,0.667,,,841.8,,667
12.86,0.8418,0.6671,,,841.8,,667.1
12.8633,0.8418,0.6644,,,841.8,,664.4
12.8667,0.8409,0.6635,,,840.9,,663.5
12.87,0.8466,0.6661,,,846.6,,666.1
12.8733,0.846,0.6661,,,846,,666.1
12.8767,0.8478,0.6641,,,847.8,,664.1
12.88,0.8472,0.665,,,847.2,,665
12.8833,0.8541,0.6668,,,854.1,,666.8
12.8867,0.8517,0.6677,,,851.7,,667.7
12.89,0.861,0.6702,,,861,,670.2
12.8933,0.8601,0.6734,,,860.1,,673.4
12.8967,0.8673,0.6744,,,867.3,,674.4
12.9,0.8649,0.6739,,,864.9,,673.9
12.9033,0.8688,0.6745,,,868.8,,674.5
12.9067,0.87,0.6755,,,870,,675.5
12.91,0.8709,0.6735,,,870.9,,673.5
12.9133,0.8658,0.6695,,,865.8,,669.5
12.9167,0.8688,0.6676,,,868.8,,667.6
12.92,0.8637,0.6648,,,863.7,,664.8
12.9233,0.8568,0.6536,,,856.8,,653.6
12.9267,0.8427,0.6399,,,842.7,,639.9
12.93,0.8421,0.6369,,,842.1,,636.9
12.9333,0.8466,0.6416,,,846.6,,641.6
12.9367,0.8499,0.6406,,,849.9,,640.6
12.94,0.8388,0.6324,,,838.8,,632.4
12.9433,0.8394,0.6273,,,839.4,,627.3
12.9467,0.8415,0.6311,,,841.5,,631.1
12.95,0.8511,0.6385,,,851.1,,638.5
12.9533,0.8574,0.6427,,,857.4,,642.7
12.9567,0.8598,0.6445,,,859.8,,644.5
12.96,0.8622,0.6463,,,862.2,,646.3
12.9633,0.8664,0.6464,,,866.4,,646.4
12.9667,0.8613,0.6438,,,861.3,,643.8
12.97,0.8637,0.6416,,,863.7,,641.6
12.9733,0.8619,0.6399,,,861.9,,639.9
12.9767,0.8598,0.6367,,,859.8,,636.7
12.98,0.8595,0.6344,,,859.5,,634.4
12.9833,0.8619,0.6352,,,861.9,,635.2
12.9867,0.8595,0.6331,,,859.5,,633.1
12.99,0.8568,0.6274,,,856.8,,627.4
12.9933,0.8583,0.6274,,,858.3,,627.4
12.9967,0.8607,0.631,,,860.7,,631
13,0.8628,0.629,,,862.8,,629
13.0033,0.8595,0.624,,,859.5,,624
13.0067,0.8526,0.6211,,,852.6,,621.1
13.01,0.864,0.6228,,,864,,622.8
13.0133,0.8643,0.6288,,,864.3,,628.8
13.0167,0.8655,0.6265,,,865.5,,626.5
13.02,0.8589,0.6167,,,858.9,,616.7
13.0233,0.8583,0.6161,,,858.3,,616.1
13.0267,0.861,0.6212,,,861,,621.2
13.03,0.8958,0.6468,,,895.8,,646.8
13.0333,0.975,0.7299,,,975,,729.9
13.0367,1.0596,0.8164,,,1059.6,,816.4
13.04,1.0545,0.797,,,1054.5,,797
13.0433,0.9012,0.6557,,,901.2,,655.7
13.0467,0.6786,0.428,,,678.6,,428
13.05,0.3921,0.1348,,,392.1,,134.8
13.0533,0.0879,-0.1632,,,87.9,,-163.2
13.0567,-0.1605,-0.3988,,,-160.5,,-398.8
13.06,-0.2523,-0.5291,,,-252.3,,-529.1
13.0633,-0.2763,-0.4928,,,-276.3,,-492.8
13.0667,-0.0207,-0.2923,,,-20.7,,-292.3
13.07,0.2088,-0.0345,,,208.8,,-34.5
13.0733,0.4329,0.1974,,,432.9,,197.4
13.0767,0.6225,0.3531,,,622.5,,353.1
13.08,0.6294,0.3947,,,629.4,,394.7
13.0833,0.6525,0.3969,,,652.5,,396.9
13.0867,0.7092,0.4543,,,709.2,,454.3
13.09,0.7698,0.5203,,,769.8,,520.3
13.0933,0.7938,0.5411,,,793.8,,541.1
13.0967,0.8169,0.5562,,,816.9,,556.2
13.1,0.8286,0.5773,,,828.6,,577.3
13.1033,0.8436,0.5847,,,843.6,,584.7
13.1067,0.8556,0.5942,,,855.6,,594.2
13.11,0.8652,0.608,,,865.2,,608
13.1133,0.873,0.6112,,,873,,611.2
13.1167,0.8769,0.6116,,,876.9,,611.6
13.12,0.8736,0.6126,,,873.6,,612.6
13.1233,0.8775,0.6113,,,877.5,,611.3
13.1267,0.8823,0.6135,,,882.3,,613.5
13.13,0.8778,0.6141,,,877.8,,614.1
13.1333,0.8841,0.6107,,,884.1,,610.7
13.1367,0.8799,0.6124,,,879.9,,612.4
13.14,0.8856,0.6125,,,885.6,,612.5
13.1433,0.8766,0.6039,,,876.6,,603.9
13.1467,0.8736,0.5997,,,873.6,,599.7
13.15,0.8796,0.6033,,,879.6,,603.3
13.1533,0.8811,0.6054,,,881.1,,605.4
13.1567,0.8847,0.6053,,,884.7,,605.3
13.16,0.8808,0.603,,,880.8,,603
13.1633,0.8808,0.5986,,,880.8,,598.6
13.1667,0.8787,0.5984,,,878.7,,598.4
13.17,0.885,0.6005,,,885,,600.5
13.1733,0.8811,0.5977,,,881.1,,597.7
13.1767,0.8787,0.5927,,,878.7,,592.7
13.18,0.8766,0.5896,,,876.6,,589.6
13.1833,0.8742,0.5865,,,874.2,,586.5
13.1867,0.8739,0.5843,,,873.9,,584.3
13.19,0.8745,0.5839,,,874.5,,583.9
13.1933,0.8724,0.581,,,872.4,,581
13.1967,0.8709,0.5773,,,870.9,,577.3
13.2,0.8703,0.5769,,,870.3,,576.9
13.2033,0.8718,0.5757,,,871.8,,575.7
13.2067,0.8691,0.573,,,869.1,,573
13.21,0.8709,0.5728,,,870.9,,572.8
13.2133,0.8709,0.5721,,,870.9,,572.1
13.2167,0.8685,0.568,,,868.5,,568
13.22,0.8661,0.5653,,,866.1,,565.3
13.2233,0.8673,0.564,,,867.3,,564
13.2267,0.8628,0.56,,,862.8,,560
13.23,0.8604,0.5543,,,860.4,,554.3
13.2333,0.8541,0.5496,,,854.1,,549.6
13.2367,0.8571,0.5479,,,857.1,,547.9
13.24,0.8547,0.5483,,,854.7,,548.3
13.2433,0.8547,0.5441,,,854.7,,544.1
13.2467,0.8451,0.5343,,,845.1,,534.3
13.25,0.837,0.5267,,,837,,526.7
13.2533,0.8382,0.5236,,,838.2,,523.6
13.2567,0.8355,0.5225,,,835.5,,522.5
13.26,0.8367,0.5223,,,836.7,,522.3
13.2633,0.8358,0.5178,,,835.8,,517.8
13.2667,0.8235,0.5086,,,823.5,,508.6
13.27,0.8223,0.5025,,,822.3,,502.5
13.2733,0.8172,0.4985,,,817.2,,498.5
13.2767,0.8124,0.4923,,,812.4,,492.3
13.28,0.8103,0.4887,,,810.3,,488.7
13.2833,0.8103,0.4879,,,810.3,,487.9
13.2867,0.8061,0.4832,,,806.1,,483.2
13.29,0.8031,0.4783,,,803.1,,478.3
13.2933,0.8019,0.4767,,,801.9,,476.7
13.2967,0.7998,0.4736,,,799.8,,473.6
13.3,0.7992,0.4713,,,799.2,,471.3
13.3033,0.8022,0.4747,,,802.2,,474.7
13.3067,0.8091,0.4789,,,809.1,,478.9
13.31,0.8118,0.4818,,,811.8,,481.8
13.3133,0.8193,0.4886,,,819.3,,488.6
13.3167,0.8331,0.4988,,,833.1,,498.8
13.32,0.8382,0.5076,,,838.2,,507.6
13.3233,0.8523,0.5147,,,852.3,,514.7
13.3267,0.8547,0.5214,,,854.7,,521.4
13.33,0.8673,0.5293,,,867.3,,529.3
13.3333,0.8772,0.5396,,,877.2,,539.6
13.3367,0.8889,0.5495,,,888.9,,549.5
13.34,0.8943,0.5553,,,894.3,,555.3
13.3433,0.9018,0.5581,,,901.8,,558.1
13.3467,0.8994,0.5596,,,899.4,,559.6
13.35,0.9066,0.5607,,,906.6,,560.7
13.3533,0.9069,0.5628,,,906.9,,562.8
13.3567,0.9105,0.5649,,,910.5,,564.9
13.36,0.9147,0.5665,,,914.7,,566.5
13.3633,0.9174,0.569,,,917.4,,569
13.3667,0.9177,0.5692,,,917.7,,569.2
13.37,0.9177,0.5647,,,917.7,,564.7
13.3733,0.9114,0.5612,,,911.4,,561.2
13.3767,0.9162,0.5622,,,916.2,,562.2
13.38,0.918,0.5631,,,918,,563.1
13.3833,0.9174,0.5626,,,917.4,,562.6
13.3867,0.9207,0.5637,,,920.7,,563.7
13.39,0.9252,0.5664,,,925.2,,566.4
13.3933,0.9252,0.5673,,,925.2,,567.3
13.3967,0.9243,0.5636,,,924.3,,563.6
13.4,0.9213,0.5586,,,921.3,,558.6
13.4033,0.9189,0.5586,,,918.9,,558.6
13.4067,0.927,0.5608,,,927,,560.8
13.41,0.9231,0.5593,,,923.1,,559.3
13.4133,0.9243,0.5579,,,924.3,,557.9
13.4167,0.9261,0.5588,,,926.1,,558.8
13.42,0.927,0.5573,,,927,,557.3
13.4233,0.9213,0.5541,,,921.3,,554.1
13.4267,0.9264,0.5526,,,926.4,,552.6
13.43,0.9207,0.5505,,,920.7,,550.5
13.4333,0.9201,0.5467,,,920.1,,546.7
13.4367,0.9201,0.5449,,,920.1,,544.9
13.44,0.9213,0.5464,,,921.3,,546.4
13.4433,0.9231,0.5471,,,923.1,,547.1
13.4467,0.9228,0.5435,,,922.8,,543.5
13.45,0.9177,0.54,,,917.7,,540
13.4533,0.9216,0.5417,,,921.6,,541.7
13.4567,0.9279,0.5452,,,927.9,,545.2
13.46,0.927,0.5466,,,927,,546.6
13.4633,0.9306,0.5456,,,930.6,,545.6
13.4667,0.9258,0.5419,,,925.8,,541.9
13.47,0.9252,0.5391,,,925.2,,539.1
13.4733,0.9261,0.5399,,,926.1,,539.9
13.4767,0.9288,0.5397,,,928.8,,539.7
13.48,0.9258,0.5378,,,925.8,,537.8
13.4833,0.9285,0.5373,,,928.5,,537.3
13.4867,0.9252,0.5348,,,925.2,,534.8
13.49,0.927,0.5329,,,927,,532.9
13.4933,0.9282,0.5372,,,928.2,,537.2
13.4967,0.9366,0.5386,,,936.6,,538.6
13.5,0.927,0.5339,,,927,,533.9
13.5033,0.9321,0.5338,,,932.1,,533.8
13.5067,0.9315,0.5331,,,931.5,,533.1
13.51,0.9228,0.5245,,,922.8,,524.5
13.5133,0.9228,0.5219,,,922.8,,521.9
13.5167,0.9297,0.5279,,,929.7,,527.9
13.52,0.9291,0.5277,,,929.1,,527.7
13.5233,0.9279,0.523,,,927.9,,523
13.5267,0.9261,0.5223,,,926.1,,522.3
13.53,0.9294,0.5231,,,929.4,,523.1
13.5333,0.9303,0.5236,,,930.3,,523.6
13.5367,0.9336,0.5255,,,933.6,,525.5
13.54,0.9348,0.5254,,,934.8,,525.4
13.5433,0.9312,0.5215,,,931.2,,521.5
13.5467,0.9291,0.5171,,,929.1,,517.1
13.55,0.9288,0.5171,,,928.8,,517.1
13.5533,0.9348,0.5206,,,934.8,,520.6
13.5567,0.9327,0.519,,,932.7,,519
13.56,0.93,0.513,,,930,,513
13.5633,0.9273,0.5121,,,927.3,,512.1
13.5667,0.9315,0.5126,,,931.5,,512.6
13.57,0.9282,0.5095,,,928.2,,509.5
13.5733,0.9306,0.5116,,,930.6,,511.6
13.5767,0.9387,0.5161,,,938.7,,516.1
13.58,0.9312,0.5105,,,931.2,,510.5
13.5833,0.927,0.5031,,,927,,503.1
13.5867,0.9282,0.504,,,928.2,,504
13.59,0.9291,0.5041,,,929.1,,504.1
13.5933,0.9288,0.5024,,,928.8,,502.4
13.5967,0.9354,0.5076,,,935.4,,507.6
13.6,0.9399,0.5123,,,939.9,,512.3
13.6033,0.9387,0.5078,,,938.7,,507.8
13.6067,0.9306,0.5018,,,930.6,,501.8
13.61,0.9342,0.5007,,,934.2,,500.7
13.6133,0.933,0.5018,,,933,,501.8
13.6167,0.9363,0.502,,,936.3,,502
13.62,0.936,0.5006,,,936,,500.6
13.6233,0.933,0.4985,,,933,,498.5
13.6267,0.9348,0.4965,,,934.8,,496.5
13.63,0.9318,0.4947,,,931.8,,494.7
13.6333,0.9348,0.4957,,,934.8,,495.7
13.6367,0.9396,0.4995,,,939.6,,499.5
13.64,0.9411,0.4998,,,941.1,,499.8
13.6433,0.9363,0.4948,,,936.3,,494.8
13.6467,0.9342,0.4902,,,934.2,,490.2
13.65,0.9315,0.4881,,,931.5,,488.1
13.6533,0.9333,0.4875,,,933.3,,487.5
13.6567,0.9333,0.4877,,,933.3,,487.7
13.66,0.9354,0.4874,,,935.4,,487.4
13.6633,0.933,0.4856,,,933,,485.6
13.6667,0.9333,0.4834,,,933.3,,483.4
13.67,0.9312,0.4811,,,931.2,,481.1
13.6733,0.9297,0.4787,,,929.7,,478.7
13.6767,0.9282,0.4755,,,928.2,,475.5
13.68,0.9258,0.4729,,,925.8,,472.9
13.6833,0.9279,0.4735,,,927.9,,473.5
13.6867,0.93,0.4749,,,930,,474.9
13.69,0.9297,0.4732,,,929.7,,473.2
13.6933,0.9294,0.4724,,,929.4,,472.4
13.6967,0.9336,0.4752,,,933.6,,475.2
13.7,0.9345,0.4754,,,934.5,,475.4
13.7033,0.9303,0.4698,,,930.3,,469.8
13.7067,0.9234,0.463,,,923.4,,463
13.71,0.9246,0.4613,,,924.6,,461.3
13.7133,0.9282,0.4662,,,928.2,,466.2
13.7167,0.9354,0.4709,,,935.4,,470.9
13.72,0.9339,0.4681,,,933.9,,468.1
13.7233,0.9261,0.4614,,,926.1,,461.4
13.7267,0.9264,0.4582,,,926.4,,458.2
13.73,0.9273,0.4594,,,927.3,,459.4
13.7333,0.9294,0.4616,,,929.4,,461.6
13.7367,0.9336,0.4617,,,933.6,,461.7
13.74,0.9276,0.4586,,,927.6,,458.6
13.7433,0.9282,0.4552,,,928.2,,455.2
13.7467,0.9267,0.4543,,,926.7,,454.3
13.75,0.9288,0.4551,,,928.8,,455.1
13.7533,0.9324,0.4574,,,932.4,,457.4
13.7567,0.9369,0.4617,,,936.9,,461.7
13.76,0.942,0.4644,,,942,,464.4
13.7633,0.9396,0.4634,,,939.6,,463.4
13.7667,0.942,0.4617,,,942,,461.7
13.77,0.9414,0.4632,,,941.4,,463.2
13.7733,0.9483,0.4673,,,948.3,,467.3
13.7767,0.9492,0.4672,,,949.2,,467.2
13.78,0.9417,0.4602,,,941.7,,460.2
13.7833,0.9375,0.4531,,,937.5,,453.1
13.7867,0.9336,0.4495,,,933.6,,449.5
13.79,0.9288,0.444,,,928.8,,444
13.7933,0.9237,0.4362,,,923.7,,436.2
13.7967,0.9165,0.4309,,,916.5,,430.9
13.8,0.9162,0.4268,,,916.2,,426.8
13.8033,0.9075,0.4193,,,907.5,,419.3
13.8067,0.9015,0.4117,,,901.5,,411.7
13.81,0.9018,0.4104,,,901.8,,410.4
13.8133,0.9039,0.4134,,,903.9,,413.4
13.8167,0.9075,0.4143,,,907.5,,414.3
13.82,0.9066,0.4134,,,906.6,,413.4
13.8233,0.9087,0.4153,,,908.7,,415.3
13.8267,0.9153,0.4191,,,915.3,,419.1
13.83,0.9153,0.4205,,,915.3,,420.5
13.8333,0.9168,0.4193,,,916.8,,419.3
13.8367,0.9144,0.4171,,,914.4,,417.1
13.84,0.9135,0.4147,,,913.5,,414.7
13.8433,0.9102,0.4111,,,910.2,,411.1
13.8467,0.9057,0.4053,,,905.7,,405.3
13.85,0.9036,0.4023,,,903.6,,402.3
13.8533,0.9051,0.4036,,,905.1,,403.6
13.8567,0.9072,0.4043,,,907.2,,404.3
13.86,0.9078,0.4033,,,907.8,,403.3
13.8633,0.9042,0.4017,,,904.2,,401.7
13.8667,0.9054,0.3978,,,905.4,,397.8
13.87,0.8997,0.3955,,,899.7,,395.5
13.8733,0.9042,0.3961,,,904.2,,396.1
13.8767,0.9006,0.3936,,,900.6,,393.6
13.88,0.8997,0.39,,,899.7,,390
13.8833,0.8967,0.3888,,,896.7,,388.8
13.8867,0.8976,0.3862,,,897.6,,386.2
13.89,0.8955,0.3844,,,895.5,,384.4
13.8933,0.9009,0.3899,,,900.9,,389.9
13.8967,0.9288,0.416,,,928.8,,416
13.9,0.999,0.4828,,,999,,482.8
13.9033,1.0692,0.5596,,,1069.2,,559.6
13.9067,1.0818,0.5593,,,1081.8,,559.3
13.91,0.9552,0.4432,,,955.2,,443.2
13.9133,0.7617,0.2412,,,761.7,,241.2
13.9167,0.4944,-0.0196,,,494.4,,-19.6
13.92,0.2232,-0.3017,,,223.2,,-301.7
13.9233,-0.03,-0.531,,,-30,,-531
13.9267,-0.1101,-0.6439,,,-110.1,,-643.9
13.93,-0.1101,-0.6055,,,-110.1,,-605.5
13.9333,0.1038,-0.4178,,,103.8,,-417.8
13.9367,0.3582,-0.1556,,,358.2,,-155.6
13.94,0.5682,0.0668,,,568.2,,66.8
13.9433,0.7032,0.1777,,,703.2,,177.7
13.9467,0.6921,0.1888,,,692.1,,188.8
13.95,0.6984,0.1816,,,698.4,,181.6
13.9533,0.7317,0.2173,,,731.7,,217.3
13.9567,0.7818,0.2693,,,781.8,,269.3
13.96,0.8139,0.2989,,,813.9,,298.9
13.9633,0.8355,0.3183,,,835.5,,318.3
