time_sec,ECG_I,ECG_I_filtered
5.072,-0.06,-0.025
5.074,-0.04,-0.02
5.076,-0.08,-0.015
5.078,-0.035,-0.015
5.08,-0.06,-0.015
5.082,-0.07,-0.02
5.084,-0.055,-0.03
5.086,-0.075,-0.035
5.088,-0.08,-0.04
5.09,-0.1,-0.045
5.092,-0.095,-0.05
5.094,-0.045,-0.05
5.096,-0.025,-0.05
5.098,0.0,-0.045
5.1,-0.085,-0.04
5.102,-0.04,-0.035
5.104,-0.035,-0.03
5.106,-0.025,-0.02
5.108,-0.035,-0.01
5.11,-0.055,0.0
5.112,-0.015,0.01
5.114,-0.025,0.015
5.116,-0.02,0.02
5.118,-0.015,0.025
5.12,-0.015,0.025
5.122,0.075,0.025
5.124,0.065,0.025
5.126,-0.035,0.025
5.128,-0.04,0.03
5.13,-0.025,0.035
5.132,0.045,0.04
5.134,0.04,0.05
5.136,0.035,0.06
5.138,0.075,0.07
5.14,0.085,0.08
5.142,0.04,0.085
5.144,0.055,0.085
5.146,0.1,0.09
5.148,0.055,0.09
5.15,0.07,0.09
5.152,0.075,0.095
5.154,0.095,0.105
5.156,0.155,0.115
5.158,0.105,0.125
5.16,0.12,0.14
5.162,0.105,0.15
5.164,0.085,0.16
5.166,0.13,0.17
5.168,0.125,0.175
5.17,0.135,0.175
5.172,0.185,0.18
5.174,0.15,0.175
5.176,0.185,0.175
5.178,0.215,0.175
5.18,0.17,0.175
5.182,0.145,0.175
5.184,0.12,0.175
5.186,0.14,0.18
5.188,0.165,0.18
5.19,0.135,0.18
5.192,0.12,0.18
5.194,0.1,0.175
5.196,0.215,0.17
5.198,0.165,0.165
5.2,0.13,0.155
5.202,0.13,0.145
5.204,0.08,0.13
5.206,0.065,0.115
5.208,0.07,0.1
5.21,0.04,0.09
5.212,0.03,0.08
5.214,0.06,0.07
5.216,0.055,0.065
5.218,0.04,0.055
5.22,0.065,0.05
5.222,-0.02,0.04
5.224,-0.05,0.03
5.226,-0.01,0.015
5.228,-0.015,0.0
5.23,-0.005,-0.015
5.232,-0.065,-0.025
5.234,-0.045,-0.035
5.236,-0.07,-0.04
5.238,-0.06,-0.045
5.24,-0.07,-0.04
5.242,-0.09,-0.035
5.244,-0.085,-0.025
5.246,-0.065,-0.02
5.248,0.085,-0.015
5.25,0.02,-0.01
5.252,-0.105,-0.01
5.254,-0.035,-0.01
5.256,-0.065,-0.02
5.258,-0.04,-0.025
5.26,-0.045,-0.035
5.262,-0.05,-0.04
5.264,-0.065,-0.045
5.266,-0.12,-0.05
5.268,-0.09,-0.05
5.27,-0.105,-0.05
5.272,-0.055,-0.045
5.274,-0.05,-0.04
5.276,-0.05,-0.03
5.278,-0.035,-0.025
5.28,-0.03,-0.025
5.282,-0.015,-0.025
5.284,-0.03,-0.025
5.286,-0.075,-0.03
5.288,-0.085,-0.04
5.29,-0.07,-0.045
5.292,-0.055,-0.05
5.294,-0.025,-0.05
5.296,-0.065,-0.045
5.298,-0.08,-0.045
5.3,-0.045,-0.04
5.302,-0.06,-0.035
5.304,-0.08,-0.035
5.306,-0.1,-0.035
5.308,-0.05,-0.035
5.31,-0.03,-0.04
5.312,-0.055,-0.045
5.314,-0.07,-0.045
5.316,-0.1,-0.04
5.318,-0.04,-0.04
5.32,-0.07,-0.03
5.322,-0.11,-0.025
5.324,-0.045,-0.02
5.326,-0.045,-0.02
5.328,-0.055,-0.02
5.33,-0.015,-0.025
5.332,-0.025,-0.03
5.334,-0.065,-0.035
5.336,-0.105,-0.04
5.338,-0.08,-0.04
5.34,-0.065,-0.035
5.342,-0.05,-0.03
5.344,0.005,-0.02
5.346,0.005,-0.015
5.348,-0.005,-0.015
5.35,-0.08,-0.015
5.352,-0.07,-0.025
5.354,-0.055,-0.035
5.356,-0.11,-0.045
5.358,-0.175,-0.055
5.36,-0.025,-0.06
5.362,-0.01,-0.06
5.364,-0.05,-0.055
5.366,-0.08,-0.045
5.368,-0.1,-0.035
5.37,-0.03,-0.025
5.372,-0.015,-0.02
5.374,-0.05,-0.015
5.376,-0.035,-0.015
5.378,-0.025,-0.02
5.38,-0.055,-0.03
5.382,-0.025,-0.035
5.384,-0.065,-0.04
5.386,-0.09,-0.045
5.388,-0.09,-0.045
5.39,-0.115,-0.04
5.392,-0.04,-0.035
5.394,-0.045,-0.03
5.396,-0.065,-0.025
5.398,-0.08,-0.02
5.4,-0.01,-0.02
5.402,-0.025,-0.02
5.404,-0.025,-0.02
5.406,-0.075,-0.03
5.408,-0.055,-0.035
5.41,-0.045,-0.05
5.412,-0.1,-0.055
5.414,-0.065,-0.065
5.416,-0.095,-0.065
5.418,-0.095,-0.065
5.42,-0.07,-0.055
5.422,-0.04,-0.045
5.424,-0.075,-0.03
5.426,-0.02,-0.02
5.428,-0.03,-0.01
5.43,-0.055,0.0
5.432,-0.035,0.0
5.434,-0.035,-0.01
5.436,-0.035,-0.015
5.438,-0.085,-0.03
5.44,-0.11,-0.04
5.442,-0.075,-0.05
5.444,-0.08,-0.05
5.446,-0.115,-0.05
5.448,-0.005,-0.045
5.45,0.0,-0.04
5.452,-0.065,-0.03
5.454,-0.055,-0.025
5.456,-0.045,-0.02
5.458,-0.055,-0.02
5.46,-0.04,-0.02
5.462,-0.05,-0.025
5.464,-0.03,-0.03
5.466,-0.095,-0.03
5.468,-0.06,-0.035
5.47,-0.005,-0.035
5.472,-0.07,-0.035
5.474,-0.045,-0.03
5.476,-0.03,-0.025
5.478,-0.015,-0.02
5.48,-0.05,-0.01
5.482,-0.005,0.0
5.484,-0.015,0.01
5.486,-0.005,0.02
5.488,0.025,0.03
5.49,0.02,0.04
5.492,0.05,0.045
5.494,0.03,0.045
5.496,-0.02,0.045
5.498,0.05,0.04
5.5,-0.055,0.035
5.502,-0.005,0.025
5.504,0.02,0.015
5.506,-0.01,0.005
5.508,-0.01,0.0
5.51,0.0,-0.01
5.512,-0.07,-0.015
5.514,-0.04,-0.02
5.516,-0.035,-0.025
5.518,-0.085,-0.025
5.52,-0.055,-0.03
5.522,-0.06,-0.035
5.524,-0.085,-0.04
5.526,-0.105,-0.045
5.528,-0.025,-0.045
5.53,-0.085,-0.05
5.532,-0.06,-0.05
5.534,-0.1,-0.055
5.536,-0.115,-0.06
5.538,-0.095,-0.065
5.54,-0.095,-0.075
5.542,-0.08,-0.08
5.544,-0.13,-0.09
5.546,-0.1,-0.095
5.548,-0.04,-0.1
5.55,-0.165,-0.095
5.552,-0.165,-0.095
5.554,-0.11,-0.085
5.556,-0.115,-0.08
5.558,-0.035,-0.07
5.56,-0.055,-0.065
5.562,-0.125,-0.06
5.564,-0.13,-0.06
5.566,-0.065,-0.06
5.568,-0.09,-0.065
5.57,-0.105,-0.07
5.572,-0.12,-0.075
5.574,-0.135,-0.075
5.576,-0.1,-0.075
5.578,-0.075,-0.07
5.58,-0.08,-0.065
5.582,-0.085,-0.06
5.584,-0.1,-0.06
5.586,-0.11,-0.06
5.588,-0.11,-0.065
5.59,-0.095,-0.075
5.592,-0.105,-0.08
5.594,-0.14,-0.09
5.596,-0.095,-0.095
5.598,-0.08,-0.095
5.6,-0.035,-0.095
5.602,-0.16,-0.09
5.604,-0.13,-0.08
5.606,-0.085,-0.07
5.608,-0.11,-0.065
5.61,-0.095,-0.06
5.612,-0.095,-0.06
5.614,-0.06,-0.065
5.616,-0.075,-0.07
5.618,-0.115,-0.075
5.62,-0.1,-0.08
5.622,-0.11,-0.085
5.624,-0.16,-0.08
5.626,-0.135,-0.08
5.628,-0.13,-0.075
5.63,-0.1,-0.07
5.632,-0.015,-0.065
5.634,-0.02,-0.065
5.636,-0.08,-0.065
5.638,-0.14,-0.065
5.64,-0.14,-0.065
5.642,-0.105,-0.06
5.644,-0.07,-0.055
5.646,-0.055,-0.045
5.648,-0.04,-0.025
5.65,-0.045,0.0
5.652,-0.01,0.03
5.654,0.1,0.07
5.656,0.115,0.12
5.658,0.175,0.175
5.66,0.225,0.24
5.662,0.295,0.315
5.664,0.38,0.39
5.666,0.43,0.46
5.668,0.535,0.515
5.67,0.51,0.555
5.672,0.595,0.565
5.674,0.595,0.545
5.676,0.5,0.49
5.678,0.425,0.405
5.68,0.225,0.3
5.682,0.105,0.18
5.684,-0.045,0.06
5.686,-0.16,-0.045
5.688,-0.25,-0.135
5.69,-0.24,-0.195
5.692,-0.2,-0.23
5.694,-0.24,-0.245
5.696,-0.24,-0.235
5.698,-0.205,-0.21
5.7,-0.205,-0.18
5.702,-0.2,-0.15
5.704,-0.18,-0.12
5.706,-0.09,-0.095
5.708,-0.045,-0.08
5.71,0.025,-0.065
5.712,-0.165,-0.055
5.714,-0.07,-0.05
5.716,-0.1,-0.045
5.718,-0.105,-0.045
5.72,-0.065,-0.045
5.722,-0.095,-0.045
5.724,-0.105,-0.05
5.726,-0.1,-0.05
5.728,-0.055,-0.05
5.73,-0.05,-0.055
5.732,-0.065,-0.055
5.734,-0.1,-0.055
5.736,-0.055,-0.055
5.738,-0.055,-0.055
5.74,-0.165,-0.05
5.742,-0.065,-0.05
5.744,-0.035,-0.045
5.746,-0.06,-0.04
5.748,-0.095,-0.04
5.75,-0.07,-0.04
5.752,-0.065,-0.04
5.754,-0.02,-0.045
5.756,-0.055,-0.045
5.758,-0.055,-0.05
5.76,-0.09,-0.05
5.762,-0.095,-0.045
5.764,-0.12,-0.04
5.766,-0.125,-0.035
5.768,-0.05,-0.03
5.77,-0.01,-0.025
5.772,-0.03,-0.025
5.774,-0.01,-0.025
5.776,-0.065,-0.03
5.778,-0.045,-0.035
5.78,-0.055,-0.04
5.782,-0.09,-0.045
5.784,-0.09,-0.045
5.786,-0.12,-0.04
5.788,-0.07,-0.035
5.79,-0.08,-0.025
5.792,0.025,-0.01
5.794,-0.015,0.0
5.796,-0.045,0.005
5.798,-0.015,0.01
5.8,-0.06,0.005
5.802,0.005,0.005
5.804,-0.025,0.0
5.806,-0.025,-0.005
5.808,-0.06,-0.01
5.81,-0.04,-0.005
5.812,-0.055,-0.005
5.814,-0.01,0.0
5.816,-0.045,0.005
5.818,-0.025,0.005
5.82,0.05,0.005
5.822,0.035,0.005
5.824,-0.07,0.0
5.826,-0.1,0.0
5.828,-0.08,-0.005
5.83,-0.04,-0.005
5.832,-0.02,0.0
5.834,0.0,0.01
5.836,0.035,0.015
5.838,0.035,0.025
5.84,0.05,0.035
5.842,0.01,0.045
5.844,0.0,0.05
5.846,0.0,0.055
5.848,0.02,0.06
5.85,-0.025,0.065
5.852,0.09,0.075
5.854,0.085,0.085
5.856,0.09,0.095
5.858,0.12,0.105
5.86,0.115,0.115
5.862,0.095,0.13
5.864,0.11,0.135
5.866,0.105,0.14
5.868,0.075,0.145
5.87,0.11,0.145
5.872,0.135,0.15
5.874,0.16,0.15
5.876,0.14,0.15
5.878,0.17,0.155
5.88,0.155,0.16
5.882,0.155,0.165
5.884,0.145,0.17
5.886,0.12,0.18
5.888,0.14,0.185
5.89,0.17,0.19
5.892,0.155,0.195
5.894,0.16,0.2
5.896,0.18,0.2
5.898,0.195,0.205
5.9,0.19,0.205
5.902,0.165,0.2
5.904,0.2,0.2
5.906,0.13,0.19
5.908,0.105,0.185
5.91,0.16,0.175
5.912,0.065,0.16
5.914,0.16,0.15
5.916,0.135,0.14
5.918,0.1,0.13
5.92,0.08,0.12
5.922,0.04,0.115
5.924,0.05,0.105
5.926,0.065,0.1
5.928,0.095,0.095
5.93,0.105,0.09
5.932,0.085,0.085
5.934,-0.005,0.075
5.936,0.025,0.065
5.938,0.015,0.055
5.94,-0.025,0.045
5.942,-0.035,0.03
5.944,-0.07,0.02
5.946,-0.085,0.01
5.948,0.01,0.0
5.95,0.07,-0.01
5.952,0.01,-0.01
5.954,-0.075,-0.01
5.956,-0.1,-0.005
5.958,-0.04,0.005
5.96,-0.015,0.01
5.962,0.005,0.015
5.964,-0.035,0.015
5.966,-0.035,0.01
5.968,-0.005,0.0
5.97,0.0,-0.015
5.972,-0.1,-0.03
5.974,-0.08,-0.04
5.976,-0.07,-0.05
5.978,-0.085,-0.05
5.98,-0.1,-0.045
5.982,-0.095,-0.04
5.984,-0.045,-0.03
5.986,0.0,-0.015
5.988,-0.02,-0.01
5.99,-0.04,0.0
5.992,-0.04,0.0
5.994,-0.02,-0.005
5.996,-0.03,-0.005
5.998,-0.05,-0.01
6.0,-0.06,-0.015
6.002,-0.06,-0.015
6.004,-0.075,-0.01
6.006,-0.1,-0.005
6.008,-0.11,0.0
6.01,0.045,0.005
6.012,0.025,0.005
6.014,0.025,0.005
6.016,-0.06,0.0
6.018,-0.105,-0.01
6.02,-0.08,-0.015
6.022,-0.085,-0.02
6.024,-0.03,-0.025
6.026,-0.045,-0.03
6.028,-0.075,-0.025
6.03,-0.08,-0.02
6.032,-0.035,-0.015
6.034,-0.04,-0.015
6.036,-0.02,-0.01
6.038,-0.01,-0.01
6.04,-0.055,-0.01
6.042,-0.06,-0.01
6.044,-0.055,-0.01
6.046,-0.015,-0.01
6.048,-0.025,-0.005
6.05,-0.08,-0.005
6.052,-0.025,0.0
6.054,0.0,0.0
6.056,-0.02,0.005
6.058,-0.025,0.0
6.06,-0.065,-0.005
6.062,-0.065,-0.01
6.064,-0.045,-0.02
6.066,-0.025,-0.03
6.068,-0.045,-0.035
6.07,-0.085,-0.035
6.072,-0.075,-0.035
6.074,-0.035,-0.03
6.076,-0.025,-0.025
6.078,-0.01,-0.015
6.08,-0.035,-0.01
6.082,-0.085,-0.01
6.084,-0.075,-0.01
6.086,-0.035,-0.015
6.088,-0.05,-0.02
6.09,-0.04,-0.03
6.092,-0.05,-0.035
6.094,-0.045,-0.035
6.096,-0.045,-0.035
6.098,-0.045,-0.03
6.1,-0.045,-0.025
6.102,-0.06,-0.015
6.104,-0.01,-0.01
6.106,-0.02,-0.005
6.108,-0.06,-0.01
6.11,-0.055,-0.01
6.112,-0.06,-0.02
6.114,-0.045,-0.025
6.116,-0.055,-0.03
6.118,-0.09,-0.035
6.12,-0.06,-0.03
6.122,-0.075,-0.025
6.124,-0.07,-0.015
6.126,0.035,-0.01
6.128,-0.02,0.0
6.13,-0.025,0.0
6.132,-0.045,-0.005
6.134,-0.04,-0.01
6.136,-0.04,-0.02
6.138,-0.025,-0.03
6.14,-0.095,-0.035
6.142,-0.05,-0.035
6.144,-0.03,-0.035
6.146,-0.03,-0.025
6.148,-0.04,-0.015
6.15,-0.085,-0.005
6.152,-0.05,0.0
6.154,-0.01,0.0
6.156,-0.065,-0.005
6.158,-0.03,-0.015
6.16,0.015,-0.03
6.162,-0.025,-0.04
6.164,-0.095,-0.05
6.166,-0.115,-0.055
6.168,-0.115,-0.055
6.17,-0.09,-0.05
6.172,-0.05,-0.04
6.174,-0.045,-0.035
6.176,-0.05,-0.03
6.178,-0.045,-0.035
6.18,-0.105,-0.045
6.182,-0.08,-0.055
6.184,-0.125,-0.07
6.186,-0.095,-0.085
6.188,-0.045,-0.09
6.19,-0.17,-0.09
6.192,-0.2,-0.085
6.194,-0.13,-0.07
6.196,0.005,-0.055
6.198,-0.045,-0.04
6.2,-0.04,-0.02
6.202,-0.065,-0.01
6.204,-0.055,-0.005
6.206,-0.01,-0.005
6.208,0.0,-0.01
6.21,-0.035,-0.02
6.212,-0.025,-0.025
6.214,-0.075,-0.03
6.216,-0.12,-0.035
6.218,-0.09,-0.035
6.22,-0.085,-0.035
6.222,-0.06,-0.035
6.224,-0.07,-0.035
6.226,-0.055,-0.03
6.228,-0.045,-0.03
6.23,-0.05,-0.03
6.232,-0.05,-0.03
6.234,-0.015,-0.03
6.236,-0.06,-0.025
6.238,-0.065,-0.02
6.24,-0.095,-0.015
6.242,-0.04,-0.01
6.244,-0.03,-0.005
6.246,-0.05,-0.005
6.248,-0.01,-0.005
6.25,-0.02,-0.01
6.252,-0.075,-0.015
6.254,-0.1,-0.02
6.256,-0.04,-0.025
6.258,-0.06,-0.025
6.26,-0.02,-0.03
6.262,-0.055,-0.03
6.264,-0.125,-0.025
6.266,-0.05,-0.025
6.268,-0.055,-0.02
6.27,-0.04,-0.015
6.272,0.025,-0.01
6.274,-0.02,-0.01
6.276,-0.06,-0.01
6.278,-0.045,-0.015
6.28,-0.055,-0.015
6.282,-0.105,-0.02
6.284,-0.095,-0.02
6.286,-0.085,-0.025
6.288,-0.015,-0.025
6.29,-0.015,-0.025
6.292,0.035,-0.025
6.294,-0.095,-0.02
6.296,-0.055,-0.015
6.298,-0.015,-0.01
6.3,-0.03,-0.005
6.302,-0.045,0.005
6.304,-0.11,0.01
6.306,-0.065,0.015
6.308,-0.015,0.015
6.31,0.08,0.015
6.312,0.1,0.01
6.314,-0.015,0.0
6.316,-0.045,-0.015
6.318,-0.07,-0.03
6.32,-0.115,-0.045
6.322,-0.165,-0.06
6.324,-0.135,-0.07
6.326,-0.125,-0.075
6.328,-0.075,-0.08
6.33,-0.075,-0.075
6.332,-0.11,-0.065
6.334,-0.02,-0.05
6.336,-0.065,-0.035
6.338,-0.085,-0.02
6.34,0.02,-0.005
6.342,-0.015,0.005
6.344,-0.075,0.01
6.346,-0.065,0.01
6.348,-0.04,0.005
6.35,-0.025,-0.005
6.352,-0.04,-0.01
6.354,-0.05,-0.02
6.356,-0.065,-0.02
6.358,-0.05,-0.025
6.36,-0.055,-0.02
6.362,-0.07,-0.015
6.364,-0.075,-0.01
6.366,-0.07,-0.005
6.368,-0.015,0.0
6.37,-0.04,0.005
6.372,-0.04,0.005
6.374,0.045,0.005
6.376,0.0,0.005
6.378,0.0,0.005
6.38,-0.06,0.005
6.382,-0.025,0.005
6.384,-0.04,0.005
6.386,-0.025,0.005
6.388,-0.075,0.005
6.39,-0.025,0.01
6.392,0.115,0.01
6.394,-0.01,0.005
6.396,-0.05,0.005
6.398,-0.055,0.005
6.4,-0.055,0.0
6.402,0.045,0.005
6.404,-0.035,0.005
6.406,-0.01,0.015
6.408,0.02,0.025
6.41,0.04,0.035
6.412,0.055,0.05
6.414,0.05,0.06
6.416,-0.02,0.07
6.418,0.04,0.07
6.42,0.12,0.065
6.422,0.035,0.05
6.424,-0.1,0.035
6.426,-0.035,0.01
6.428,-0.025,-0.01
6.43,0.0,-0.025
6.432,-0.065,-0.04
6.434,-0.06,-0.05
6.436,-0.05,-0.05
6.438,-0.07,-0.05
6.44,-0.06,-0.045
6.442,-0.1,-0.04
6.444,-0.095,-0.035
6.446,-0.09,-0.035
6.448,-0.03,-0.04
6.45,-0.08,-0.045
6.452,-0.045,-0.05
6.454,-0.05,-0.055
6.456,-0.06,-0.055
6.458,-0.05,-0.055
6.46,-0.07,-0.05
6.462,-0.105,-0.05
6.464,-0.2,-0.045
6.466,-0.05,-0.04
6.468,-0.075,-0.035
6.47,-0.08,-0.03
6.472,-0.015,-0.03
6.474,-0.035,-0.03
6.476,-0.02,-0.03
6.478,0.02,-0.025
6.48,0.02,-0.025
6.482,-0.085,-0.025
6.484,-0.13,-0.03
6.486,-0.07,-0.035
6.488,-0.13,-0.05
6.49,-0.125,-0.06
6.492,-0.135,-0.075
6.494,-0.08,-0.09
6.496,-0.095,-0.1
6.498,-0.075,-0.105
6.5,-0.075,-0.1
6.502,-0.11,-0.09
6.504,-0.1,-0.075
6.506,-0.08,-0.055
6.508,-0.105,-0.04
6.51,-0.065,-0.03
6.512,-0.08,-0.025
6.514,-0.135,-0.03
6.516,-0.045,-0.035
6.518,0.095,-0.05
6.52,0.02,-0.06
6.522,-0.19,-0.07
6.524,-0.175,-0.075
6.526,-0.06,-0.08
6.528,-0.035,-0.075
6.53,-0.17,-0.07
6.532,-0.135,-0.06
6.534,-0.035,-0.055
6.536,-0.075,-0.055
6.538,-0.015,-0.055
6.54,0.02,-0.06
6.542,-0.09,-0.065
6.544,-0.115,-0.07
6.546,-0.125,-0.07
6.548,-0.095,-0.07
6.55,-0.12,-0.065
6.552,-0.075,-0.055
6.554,-0.045,-0.035
6.556,0.02,-0.015
6.558,0.045,0.015
6.56,0.01,0.05
6.562,0.105,0.095
6.564,0.105,0.15
6.566,0.205,0.21
6.568,0.225,0.275
6.57,0.325,0.345
6.572,0.41,0.415
6.574,0.535,0.47
6.576,0.575,0.51
6.578,0.605,0.525
6.58,0.525,0.515
6.582,0.39,0.47
6.584,0.38,0.395
6.586,0.25,0.295
6.588,0.13,0.18
6.59,0.0,0.065
6.592,-0.07,-0.04
6.594,-0.225,-0.125
6.596,-0.24,-0.185
6.598,-0.21,-0.22
6.6,-0.2,-0.225
6.602,-0.22,-0.21
6.604,-0.285,-0.185
6.606,-0.17,-0.16
6.608,-0.15,-0.14
6.61,-0.13,-0.13
6.612,-0.015,-0.125
6.614,-0.205,-0.13
6.616,-0.205,-0.13
6.618,-0.135,-0.13
6.62,-0.14,-0.125
6.622,-0.105,-0.11
6.624,-0.065,-0.09
6.626,-0.06,-0.065
6.628,-0.02,-0.05
6.63,-0.025,-0.035
6.632,-0.075,-0.03
6.634,-0.13,-0.035
6.636,-0.105,-0.05
6.638,-0.115,-0.06
6.64,-0.1,-0.075
6.642,-0.07,-0.08
6.644,-0.025,-0.075
6.646,-0.065,-0.07
6.648,-0.06,-0.055
6.65,-0.035,-0.04
6.652,-0.06,-0.03
6.654,-0.04,-0.02
6.656,-0.05,-0.02
6.658,-0.045,-0.02
6.66,-0.065,-0.025
6.662,-0.085,-0.025
6.664,-0.03,-0.03
6.666,-0.04,-0.025
6.668,-0.05,-0.02
6.67,0.005,-0.015
6.672,-0.015,-0.01
6.674,0.015,-0.005
6.676,-0.045,-0.005
6.678,-0.08,-0.01
6.68,-0.07,-0.02
6.682,-0.05,-0.03
6.684,-0.045,-0.035
6.686,0.025,-0.045
6.688,-0.015,-0.045
6.69,-0.105,-0.045
6.692,-0.085,-0.04
6.694,-0.06,-0.035
6.696,-0.06,-0.03
6.698,-0.04,-0.025
6.7,0.0,-0.02
6.702,-0.01,-0.015
6.704,-0.02,-0.015
6.706,-0.02,-0.015
6.708,-0.05,-0.015
6.71,-0.045,-0.015
6.712,-0.04,-0.015
6.714,-0.05,-0.01
6.716,0.05,-0.005
6.718,-0.005,0.0
6.72,-0.01,0.005
6.722,-0.075,0.01
6.724,-0.03,0.015
6.726,0.02,0.02
6.728,0.025,0.025
6.73,0.03,0.025
6.732,0.07,0.03
6.734,0.13,0.03
6.736,-0.03,0.03
6.738,-0.02,0.03
6.74,0.035,0.03
6.742,0.04,0.03
6.744,0.0,0.035
6.746,0.035,0.04
6.748,0.045,0.05
6.75,0.01,0.06
6.752,0.1,0.07
6.754,0.08,0.08
6.756,0.13,0.085
6.758,0.06,0.09
6.76,0.055,0.095
6.762,0.085,0.1
6.764,0.095,0.1
6.766,0.085,0.105
6.768,0.15,0.115
6.77,0.15,0.125
6.772,0.155,0.135
6.774,0.19,0.15
6.776,0.145,0.165
6.778,0.085,0.175
6.78,0.185,0.185
6.782,0.16,0.19
6.784,0.135,0.195
6.786,0.185,0.195
6.788,0.21,0.2
6.79,0.185,0.2
6.792,0.18,0.2
6.794,0.255,0.205
6.796,0.19,0.21
6.798,0.19,0.215
6.8,0.175,0.215
6.802,0.21,0.215
6.804,0.22,0.21
6.806,0.2,0.205
6.808,0.185,0.195
6.81,0.185,0.185
6.812,0.185,0.18
6.814,0.19,0.17
6.816,0.11,0.165
6.818,0.135,0.165
6.82,0.125,0.165
6.822,0.155,0.16
6.824,0.225,0.16
6.826,0.185,0.15
6.828,0.105,0.145
6.83,0.145,0.135
6.832,0.085,0.125
6.834,0.045,0.115
6.836,0.095,0.105
6.838,0.075,0.1
6.84,0.065,0.095
6.842,0.06,0.09
6.844,0.11,0.08
6.846,0.11,0.075
6.848,0.085,0.06
6.85,-0.07,0.045
6.852,0.005,0.025
6.854,0.045,0.005
6.856,-0.015,-0.015
6.858,-0.08,-0.03
6.86,-0.05,-0.04
6.862,-0.03,-0.045
6.864,-0.015,-0.04
6.866,-0.015,-0.03
6.868,-0.005,-0.02
6.87,-0.01,-0.01
6.872,0.015,-0.005
6.874,0.0,-0.005
6.876,-0.055,-0.01
6.878,-0.075,-0.02
6.88,-0.035,-0.03
6.882,-0.07,-0.04
6.884,-0.07,-0.045
6.886,-0.025,-0.045
6.888,-0.055,-0.04
6.89,0.01,-0.035
6.892,-0.02,-0.02
6.894,-0.05,-0.01
6.896,-0.015,-0.005
6.898,0.0,-0.005
6.9,-0.02,-0.01
6.902,0.05,-0.025
6.904,-0.08,-0.04
6.906,-0.105,-0.05
6.908,-0.09,-0.065
6.91,-0.045,-0.07
6.912,-0.005,-0.065
6.914,-0.065,-0.06
6.916,-0.025,-0.05
6.918,-0.025,-0.035
6.92,-0.035,-0.025
6.922,-0.025,-0.02
6.924,-0.06,-0.02
6.926,-0.045,-0.02
6.928,-0.01,-0.03
6.93,0.01,-0.035
6.932,0.025,-0.045
6.934,0.0,-0.05
6.936,-0.105,-0.055
6.938,-0.065,-0.055
6.94,-0.085,-0.055
6.942,-0.085,-0.055
6.944,-0.06,-0.05
6.946,-0.025,-0.05
6.948,-0.04,-0.045
6.95,-0.045,-0.045
6.952,-0.055,-0.04
6.954,-0.025,-0.04
6.956,-0.02,-0.035
6.958,0.005,-0.035
6.96,0.05,-0.03
6.962,-0.08,-0.03
6.964,-0.11,-0.03
6.966,-0.04,-0.03
6.968,-0.035,-0.035
6.97,-0.05,-0.04
6.972,0.0,-0.045
6.974,-0.07,-0.045
6.976,-0.05,-0.05
6.978,-0.055,-0.05
6.98,-0.03,-0.05
6.982,-0.025,-0.05
6.984,-0.01,-0.05
6.986,0.0,-0.045
6.988,-0.055,-0.04
6.99,-0.06,-0.04
6.992,-0.01,-0.035
6.994,-0.02,-0.035
6.996,-0.07,-0.035
6.998,-0.04,-0.035
7.0,0.025,-0.035
7.002,0.05,-0.04
7.004,-0.09,-0.04
7.006,-0.06,-0.045
7.008,-0.03,-0.045
7.01,-0.015,-0.05
7.012,-0.015,-0.05
7.014,-0.04,-0.05
7.016,-0.035,-0.045
7.018,-0.03,-0.045
7.02,-0.07,-0.04
7.022,-0.045,-0.04
7.024,-0.025,-0.035
7.026,-0.02,-0.04
7.028,-0.005,-0.04
7.03,-0.025,-0.045
7.032,-0.04,-0.05
7.034,-0.045,-0.055
7.036,-0.045,-0.06
7.038,-0.03,-0.065
7.04,-0.07,-0.065
7.042,-0.075,-0.065
7.044,-0.02,-0.055
7.046,-0.035,-0.05
7.048,-0.065,-0.04
7.05,-0.065,-0.03
7.052,0.01,-0.025
7.054,-0.015,-0.025
7.056,-0.015,-0.025
7.058,-0.07,-0.035
7.06,-0.02,-0.045
7.062,-0.055,-0.055
7.064,-0.085,-0.065
7.066,-0.06,-0.07
7.068,-0.045,-0.075
7.07,-0.07,-0.075
7.072,-0.07,-0.07
7.074,-0.02,-0.065
7.076,-0.03,-0.055
7.078,-0.07,-0.05
7.08,-0.065,-0.04
7.082,-0.01,-0.04
7.084,-0.04,-0.04
7.086,-0.045,-0.045
7.088,-0.03,-0.055
7.09,-0.095,-0.06
7.092,-0.1,-0.07
7.094,0.005,-0.075
7.096,-0.085,-0.075
7.098,-0.07,-0.075
7.1,-0.06,-0.07
7.102,-0.025,-0.065
7.104,-0.015,-0.06
7.106,-0.015,-0.055
7.108,-0.05,-0.05
7.11,-0.01,-0.055
7.112,-0.03,-0.055
7.114,-0.04,-0.065
7.116,-0.13,-0.07
7.118,-0.08,-0.08
7.12,-0.08,-0.08
7.122,-0.08,-0.075
7.124,-0.04,-0.07
7.126,-0.035,-0.055
7.128,-0.025,-0.045
7.13,-0.04,-0.03
7.132,-0.055,-0.02
7.134,-0.015,-0.02
7.136,0.03,-0.02
7.138,0.085,-0.03
7.14,-0.06,-0.04
7.142,-0.055,-0.045
7.144,-0.02,-0.05
7.146,-0.02,-0.05
7.148,0.01,-0.04
7.15,0.01,-0.03
